year,word,lemmatized_word
2013,traslada,trasladar
2013,gobierno,gobierno
2013,vasco,vasco
2013,proyecto,proyecto
2013,estrategia,estrategia
2013,empresarial,empresarial
2013,euskadi,euskadi
2013,compañía,compañía
2013,intención,intención
2013,desarrollar,desarrollar
2013,plan,plan
2013,estratégico,estratégico
2013,implica,implicar
2013,compromiso,compromiso
2013,abrir,abrir
2013,tiendas,tienda
2013,euskadi,euskadi
2013,generar,generar
2013,empleos,empleo
2013,estables,estable
2013,invertir,invertir
2013,m,m
2013,próximos,próximo
2013,años,año
2013,día,día
2013,hoy,hoy
2013,comunicado,comunicado
2013,departamento,departamento
2013,desarrollo,desarrollo
2013,económico,económico
2013,competitividad,competitividad
2013,gobierno,gobierno
2013,vasco,vasco
2013,plan,plan
2013,estratégico,estratégico
2013,medio,medio
2013,plazo,plazo
2013,euskadi,euskadi
2013,supondrá,suponer
2013,importantes,importante
2013,esfuerzos,esfuerzo
2013,inversores,inversor
2013,generación,generación
2013,riqueza,riqueza
2013,empleoen,empleoen
2013,ámbito,ámbito
2013,plan,plan
2013,expansión,expansión
2013,abrirá,abrir
2013,tiendas,tienda
2013,formato,formato
2013,supermercado,supermercado
2013,próximos,próximo
2013,seis,seis
2013,años,año
2013,previsión,previsión
2013,apertura,apertura
2013,primera,primero
2013,tienda,tiendar
2013,finales,final
2013,2014,2014
2013,principios,principio
2013,2015,2015
2013,supondrá,suponer
2013,unas,uno
2013,inversiones,inversión
2013,totales,total
2013,aproximadamente,aproximadamente
2013,millones,millón
2013,euros,euros
2013,dicho,decir
2013,periodo,periodo
2013,actividad,actividad
2013,cada,cada
2013,supermercados,supermercado
2013,parte,parte
2013,generará,generar
2013,nuevos,nuevo
2013,empleos,empleo
2013,estables,estable
2013,elevará,elevar
2013,total,total
2013,plantilla,plantilla
2013,euskadi,euskadi
2013,personas,persona
2013,contrato,contrato
2013,fijo,fijo
2013,próximos,próximo
2013,seis,seis
2013,añospatricia,añospatricia
2013,cortizas,cortiza
2013,directora,director
2013,territorial,territorial
2013,relaciones,relación
2013,externas,externo
2013,detallado,detallado
2013,ejecutivo,ejecutivo
2013,vasco,vasco
2013,intención,intención
2013,compañía,compañía
2013,colaborar,colaborar
2013,dinamización,dinamización
2013,economía,economía
2013,creación,creación
2013,riqueza,riqueza
2013,empleo,empleo
2013,ello,él
2013,compromete,comprometer
2013,realizar,realizar
2013,anualmente,anualmente
2013,compras,compra
2013,valor,valor
2013,menos,menos
2013,millones,millón
2013,euros,euros
2013,proveedores,proveedor
2013,agroalimentarios,agroalimentario
2013,servicios,servicio
2013,euskadi,euskadi
2013,irán,ir
2013,incrementándose,incrementar él
2013,apertura,apertura
2013,nuevos,nuevo
2013,supermercadosque,supermercadosque
2013,pueda,poder
2013,contribuir,contribuir
2013,crecimiento,crecimiento
2013,social,social
2013,económico,económico
2013,euskadi,euskadi
2013,aspiración,aspiración
2013,formamos,formar
2013,parte,parte
2013,proyecto,proyecto
2013,sentimos,sentir
2013,compromiso,compromiso
2013,manifestado,manifestado
2013,patricia,patricia
2013,cortizassobre,cortizassobre
2013,empresa,empresa
2013,supermercados,supermercado
2013,capital,capital
2013,íntegramente,íntegramente
2013,familiar,familiar
2013,cuenta,contar
2013,cerca,cerca
2013,supermercados,supermercado
2013,dispone,disponer
2013,plantilla,plantilla
2013,personas,persona
2013,todas,todo
2013,contrato,contrato
2013,fijo,fijo
2013,desarrollan,desarrollar
2013,vida,vida
2013,profesional,profesional
2013,compañía,compañía
2013,satisfacer,satisfacer
2013,necesidades,necesidad
2013,millones,millón
2013,hogares,hogar
2013,depositan,depositar
2013,confianza,confianza
2013,empresa,empresa
2013,realizando,realizar
2013,allí,allí
2013,compras,compra
2013,invierte,invierte
2013,millones,millón
2013,euros,euros
2013,crea,creer
2013,nuevos,nuevo
2013,puestos,puesto
2013,trabajo,trabajar
2013,fijos,fijo
2013,2012,2012
2013,compañía,compañía
2013,reparte,reparte
2013,conjunto,conjunto
2013,plantilla,plantilla
2013,millones,millón
2013,euros,euros
2013,concepto,concepto
2013,prima,primar
2013,objetivos,objetivo
2013,millones,millón
2013,adicionales,adicional
2013,concepto,concepto
2013,compensación,compensación
2013,extraordinariala,extraordinarialar
2013,facturación,facturación
2013,crece,crecer
2013,porcentaje,porcentaje
2013,millones,millón
2013,eurosel,eurosel
2013,beneficio,beneficio
2013,neto,neto
2013,sitúa,sitúar
2013,millones,millón
2013,euros,euros
2013,porcentaje,porcentaje
2013,2011,2011
2013,representa,representar
2013,porcentaje,porcentaje
2013,cifra,cifra
2013,ventasla,ventaslar
2013,compañía,compañía
2013,objetivo,objetivo
2013,potenciar,potenciar
2013,valor,valor
2013,sector,sector
2013,primario,primario
2013,país,país
2013,va,ir
2013,continuar,continuar
2013,destinando,destinar
2013,importantes,importante
2013,recursos,recurso
2013,capacidades,capacidad
2013,desarrollo,desarrollo
2013,cadena,cadén
2013,agroalimentaria,agroalimentario
2013,sosteniblesegún,sosteniblesegún
2013,juan,juan
2013,roig,roig
2013,va,ir
2013,continuar,continuar
2013,reforzando,reforzar
2013,apuesta,apostar
2013,empleo,empleo
2013,calidad,calidad
2013,presidente,presidente
2013,compañía,compañía
2013,orgullo,orgullo
2013,poder,poder
2013,decir,decir
2013,cualquier,cualquiera
2013,cajeroa,cajeroa
2013,reponedora,reponedora
2013,cuatro,cuatro
2013,años,año
2013,dispone,disponer
2013,salario,salario
2013,incluidas,incluido
2013,primas,prima
2013,objetivos,objetivo
2013,supera,superar
2013,euros,euros
2013,netos,neto
2013,mes,mes
2013,creado,creado
2013,nuevos,nuevo
2013,puestos,puesto
2013,trabajo,trabajar
2013,directos,directo
2013,2012,2012
2013,fijos,fijo
2013,eleva,elevar
2013,total,total
2013,plantilla,plantilla
2013,personas,persona
2013,ello,él
2013,compañía,compañía
2013,reforzado,reforzado
2013,compromiso,compromiso
2013,mantiene,mantener
2013,generación,generación
2013,empleo,empleo
2013,estable,estable
2013,calidad,calidad
2013,país,país
2013,demuestra,demostrar
2013,hecho,hecho
2013,pesar,pesar
2013,complicado,complicado
2013,contexto,contexto
2013,incorporado,incorporado
2013,total,total
2013,nuevas,nuevo
2013,personas,persona
2013,plantilla,plantilla
2013,últimos,último
2013,cinco,cinco
2013,añosal,añosal
2013,cierre,cerrar
2013,2012,2012
2013,gracias,gracias
2013,implicación,implicación
2013,conjunto,conjunto
2013,trabajadoras,trabajadora
2013,trabajadores,trabajador
2013,confianza,confianza
2013,demostrada,demostrar
2013,clientes,cliente
2013,compañía,compañía
2013,alcanzado,alcanzado
2013,facturación,facturación
2013,millones,millón
2013,euros,euros
2013,porcentaje,porcentaje
2013,2011,2011
2013,gracias,gracias
2013,ello,él
2013,crecimiento,crecimiento
2013,ventas,venta
2013,superficie,superficie
2013,constante,constante
2013,porcentaje,porcentaje
2013,además,además
2013,ventas,venta
2013,volumen,volumen
2013,crecido,crecido
2013,porcentaje,porcentaje
2013,millones,millón
2013,kilos,kilo
2013,litros,litro
2013,kilitrosun,kilitrosun
2013,año,año
2013,seguido,seguido
2013,incrementado,incrementado
2013,productividad,productividad
2013,crecimiento,crecimiento
2013,porcentaje,porcentaje
2013,mejora,mejora
2013,sumada,sumado
2013,esfuerzo,esfuerzo
2013,cuantos,cuanto
2013,forman,formar
2013,parte,parte
2013,compañía,compañía
2013,diferentes,diferente
2013,iniciativas,iniciativa
2013,puestas,puestar
2013,marcha,marcha
2013,mejorar,mejorar
2013,eficiencia,eficiencia
2013,permitido,permitido
2013,elevar,elevar
2013,beneficio,beneficio
2013,neto,neto
2013,millones,millón
2013,euros,euros
2013,porcentaje,porcentaje
2013,2011,2011
2013,cifra,cifra
2013,representa,representar
2013,porcentaje,porcentaje
2013,ventasen,ventar
2013,marco,marco
2013,vincular,vincular
2013,parte,parte
2013,retribución,retribución
2013,beneficios,beneficio
2013,productividad,productividad
2013,compañía,compañía
2013,repartido,repartido
2013,trabajadores,trabajador
2013,millones,millón
2013,euros,euros
2013,concepto,concepto
2013,primas,prima
2013,objetivos,objetivo
2013,ello,él
2013,además,además
2013,sumarse,sumar él
2013,compensación,compensación
2013,extraordinaria,extraordinario
2013,millones,millón
2013,euros,euros
2013,compañía,compañía
2013,decidido,decidido
2013,igualmente,igualmente
2013,repartir,repartir
2013,neutralizar,neutralizar
2013,efectos,efecto
2013,derivados,derivado
2013,subida,subida
2013,tramos,tramo
2013,retención,retención
2013,irpf,irpf
2013,reparto,reparto
2013,adicional,adicional
2013,querido,querido
2013,garantizar,garantizar
2013,trabajadores,trabajador
2013,trabajadoras,trabajadora
2013,menos,menos
2013,mismo,mismo
2013,salario,salario
2013,neto,neto
2013,percibieron,percibir
2013,2011según,2011según
2013,juan,juan
2013,roig,roig
2013,va,ir
2013,continuar,continuar
2013,reforzando,reforzar
2013,apuesta,apostar
2013,empleo,empleo
2013,calidad,calidad
2013,presidente,presidente
2013,compañía,compañía
2013,orgullo,orgullo
2013,poder,poder
2013,decir,decir
2013,cualquier,cualquiera
2013,cajeroa,cajeroa
2013,reponedora,reponedora
2013,cuatro,cuatro
2013,años,año
2013,dispone,disponer
2013,salario,salario
2013,incluidas,incluido
2013,primas,prima
2013,objetivos,objetivo
2013,supera,superar
2013,euros,euros
2013,netos,neto
2013,mes,mes
2013,apuesta,apostar
2013,sector,sector
2013,primario,primario
2013,cadena,cadén
2013,agroalimentaria,agroalimentario
2013,sostenibleen,sostenibleir
2013,2012,2012
2013,puesto,poner
2013,marcha,marcha
2013,distintas,distinto
2013,iniciativas,iniciativa
2013,incrementar,incrementar
2013,compromiso,compromiso
2013,desarrollo,desarrollo
2013,cadena,cadén
2013,agroalimentaria,agroalimentario
2013,sostenible,sostenible
2013,hecho,hecho
2013,compañía,compañía
2013,viene,venir
2013,trabajando,trabajar
2013,hace,hacer
2013,años,año
2013,junto,junto
2013,interproveedores,interproveedor
2013,sentido,sentido
2013,objetivo,objetivo
2013,potenciar,potenciar
2013,valor,valor
2013,sector,sector
2013,primario,primario
2013,país,país
2013,vertebrar,vertebrar
2013,economías,economía
2013,locales,local
2013,aunque,aunque
2013,reconoce,reconocer
2013,queda,quedar
2013,todavía,todavía
2013,hacer,hacer
2013,sentidopara,sentidopar
2013,ello,él
2013,largo,largo
2013,año,año
2013,estrechado,estrechado
2013,colaboración,colaboración
2013,sector,sector
2013,alcanzando,alcanzar
2013,acuerdos,acuerdo
2013,estables,estable
2013,agricultores,agricultor
2013,ganaderos,ganadero
2013,cofradías,cofradía
2013,pescadores,pescador
2013,compra,compra
2013,diariamente,diariamente
2013,toneladas,tonelada
2013,pescado,pescado
2013,lonja,lonjar
2013,además,además
2013,dentro,dentro
2013,búsqueda,búsqueda
2013,constante,constante
2013,soluciones,solución
2013,sostenibles,sostenible
2013,sector,sector
2013,primario,primario
2013,impulsado,impulsado
2013,iniciativas,iniciativa
2013,concretas,concreta
2013,ejemplo,ejemplo
2013,decisión,decisión
2013,conjunta,conjunto
2013,interproveedores,interproveedor
2013,lácteos,lácteo
2013,pagar,pagar
2013,céntimos,céntimo
2013,litro,litro
2013,leche,leche
2013,adquirido,adquirir
2013,ganaderos,ganadero
2013,medida,medir
2013,beneficiado,beneficiado
2013,ganaderos,ganadero
2013,nacionales,nacional
2013,suministran,suministrar
2013,leche,leche
2013,marca,marca
2013,hacendadodentro,hacendadodentrir
2013,compromiso,compromiso
2013,prioritario,prioritario
2013,sector,sector
2013,primario,primario
2013,compañía,compañía
2013,cree,creer
2013,existe,existir
2013,clara,claro
2013,oportunidad,oportunidad
2013,crecimiento,crecimiento
2013,mejora,mejora
2013,va,ir
2013,continuar,continuar
2013,destinando,destinar
2013,próximos,próximo
2013,años,año
2013,importantes,importante
2013,recursos,recurso
2013,capacidades,capacidad
2013,contribuir,contribuir
2013,desarrollo,desarrollo
2013,cadena,cadén
2013,agroalimentaria,agroalimentario
2013,sostenible,sostenible
2013,país,país
2013,debido,debido
2013,ello,él
2013,dados,dado
2013,esfuerzos,esfuerzo
2013,van,ir
2013,realizar,realizar
2013,próximos,próximo
2013,años,año
2013,ámbito,ámbito
2013,decidido,decidido
2013,aplazar,aplazar
2013,proyecto,proyecto
2013,internacional,internacional
2013,temporalmente,temporalmente
2013,aunque,aunque
2013,seguirá,seguir
2013,estudiando,estudiar
2013,cualquier,cualquiera
2013,oportunidad,oportunidad
2013,pueda,poder
2013,presentarse,presentar él
2013,tiempoel,tiempoel
2013,reto,reto
2013,adaptación,adaptación
2013,laboratorios,laboratorio
2013,estrategia,estrategia
2013,delantala,delantala
2013,largo,largo
2013,2012,2012
2013,compañía,compañía
2013,seguido,seguido
2013,enfrentando,enfrentar
2013,reto,reto
2013,considera,considerar
2013,especial,especial
2013,importancia,importancia
2013,adaptación,adaptación
2013,forma,forma
2013,ágil,ágil
2013,rápida,rápido
2013,necesidades,necesidad
2013,clientes,cliente
2013,ello,él
2013,fomentado,fomentado
2013,conjunto,conjunto
2013,plantilla,plantilla
2013,propuesta,propuesta
2013,nuevas,nuevo
2013,ideas,idea
2013,proyectos,proyecto
2013,vez,vez
2013,analizados,analizado
2013,testados,testado
2013,colaboración,colaboración
2013,clientes,cliente
2013,permitido,permitido
2013,introducir,introducir
2013,mejoras,mejora
2013,hecho,hecho
2013,compañía,compañía
2013,puesto,poner
2013,marcha,marcha
2013,diversos,diverso
2013,laboratorios,laboratorio
2013,supermercados,supermercado
2013,espacios,espacio
2013,diseñado,diseñado
2013,directamente,directamente
2013,través,través
2013,experiencia,experiencia
2013,clientes,cliente
2013,introducir,introducir
2013,diversas,diverso
2013,mejoras,mejora
2013,surtido,surtido
2013,servicio,servicio
2013,procesos,proceso
2013,actualmente,actualmente
2013,centrada,centrado
2013,reto,reto
2013,potenciar,potenciar
2013,sección,sección
2013,productos,producto
2013,frescos,fresco
2013,cuenta,contar
2013,laboratorios,laboratorio
2013,específicos,específico
2013,secciones,sección
2013,horno,horno
2013,pescadería,pescadeer
2013,fruta,fruta
2013,verdura,verdura
2013,carniceríainversiones,carniceríainversión
2013,2012,2012
2013,compromisos,compromiso
2013,2013en,2013en
2013,2012,2012
2013,inversión,inversión
2013,millones,millón
2013,euros,euros
2013,cantidad,cantidad
2013,destinado,destinado
2013,principalmente,principalmente
2013,apertura,apertura
2013,nuevas,nuevo
2013,tiendas,tienda
2013,finalizar,finalizar
2013,año,año
2013,total,total
2013,supermercados,supermercado
2013,netos,neto
2013,además,además
2013,ello,él
2013,compañía,compañía
2013,destinado,destinado
2013,importantes,importante
2013,recursos,recurso
2013,equipamiento,equipamiento
2013,reforma,reforma
2013,supermercados,supermercado
2013,adaptarlos,adaptar él
2013,estándares,estándar
2013,actuales,actual
2013,empresa,empresa
2013,así,así
2013,construcción,construcción
2013,almacén,almacén
2013,satélite,satélite
2013,fuerteventura,fuerteventura
2013,palmas,palma
2013,continuación,continuación
2013,obras,obra
2013,bloques,bloque
2013,logísticos,logístico
2013,guadix,guadix
2013,granada,granado
2013,abrera,abrera
2013,barcelonapara,barcelonapar
2013,2013,2013
2013,previsto,previsto
2013,mantener,mantener
2013,inversión,inversión
2013,aproximada,aproximar
2013,millones,millón
2013,euros,euros
2013,destinarán,destinar
2013,fundamentalmente,fundamentalmente
2013,apertura,apertura
2013,nuevas,nuevo
2013,tiendas,tienda
2013,reforma,reforma
2013,supermercados,supermercado
2013,continuar,continuar
2013,construcción,construcción
2013,bloques,bloque
2013,logísticos,logístico
2013,guadix,guadix
2013,granada,granado
2013,abrera,abrera
2013,barcelona,barcelona
2013,además,además
2013,ello,él
2013,compañía,compañía
2013,previsto,previsto
2013,crear,crear
2013,nuevos,nuevo
2013,puestos,puesto
2013,trabajo,trabajar
2013,fijo,fijo
2013,directos,directo
2013,así,así
2013,iniciar,iniciar
2013,búsqueda,búsqueda
2013,localizaciones,localización
2013,abrir,abrir
2013,primera,primero
2013,tienda,tiendar
2013,euskadi,euskadi
2013,último,último
2013,trimestre,trimestre
2013,2014,2014
2013,principios,principio
2013,2015según,2015según
2013,juan,juan
2013,roig,roig
2013,va,ir
2013,continuar,continuar
2013,reforzando,reforzar
2013,compromiso,compromiso
2013,generación,generación
2013,riqueza,riqueza
2013,españa,españa
2013,través,través
2013,hechos,hecho
2013,ello,él
2013,vamos,ir
2013,destinar,destinar
2013,importantes,importante
2013,recursos,recurso
2013,capacidades,capacidad
2013,desarrollo,desarrollo
2013,cadena,cadén
2013,agroalimentaria,agroalimentario
2013,sostenible,sostenible
2013,asimismo,asimismo
2013,vamos,ir
2013,mantener,mantener
2013,apuesta,apostar
2013,ofrecer,ofrecer
2013,eljefe,eljefe
2013,calidad,calidad
2013,menos,menos
2013,precio,precio
2013,entendemos,entender
2013,tiempos,tiempo
2013,actuales,actual
2013,importante,importante
2013,nunca,nunca
2013,economías,economía
2013,familiares,familiar
2013,20112012observacionestiendas1,20112012observacionestiendas1
2013,tiendas,tienda
2013,netas,neto
2013,aperturas,apertura
2013,cierresventas,cierresventa
2013,civa,civo
2013,porcentaje,porcentaje
2013,unidades,unidad
2013,venta,venta
2013,kilitros,kilitro
2013,porcentaje,porcentaje
2013,trabajador,trabajador
2013,prima,primar
2013,objetivos,objetivo
2013,trabajador,trabajador
2013,compensación,compensación
2013,extraordinaria,extraordinario
2013,impuestos,impuesto
2013,beneficio,beneficio
2013,neto,neto
2013,porcentaje,porcentaje
2013,porcentaje,porcentaje
2013,sventasebitda,sventasebitda
2013,porcentaje,porcentaje
2013,porcentaje,porcentaje
2013,sventascontribución,sventascontribución
2013,tributaria,tributario
2013,porcentaje,porcentaje
2013,inversión,inversión
2013,porcentaje,porcentaje
2013,r,r
2013,propios,propio
2013,porcentaje,porcentaje
2013,plantilla,plantilla
2013,total,total
2013,compañía70,compañía70
2013,trabajadorases,trabajadorás
2013,millones,millón
2013,kiloslitros,kiloslitro
2013,millones,millón
2013,euros,euros
2013,juan,juan
2013,roig,roig
2013,presentación,presentación
2013,resultados,resultado
2013,2012,2012
2013,juan,juan
2013,roig,roig
2013,miembros,miembro
2013,comité,comité
2013,dirección,dirección
2013,presentación,presentación
2013,resultados,resultado
2013,2012,2012
2013,comunica,comunicar
2013,gobierno,gobierno
2013,ceuta,ceuta
2013,intención,intención
2013,implantarse,implantar él
2013,ciudad,ciudad
2013,autónoma,autónomo
2013,cadena,cadén
2013,supermercados,supermercado
2013,traslada,trasladar
2013,presidente,presidente
2013,ciudad,ciudad
2013,prevé,prever
2013,tener,tener
2013,menos,menos
2013,dos,dos
2013,tiendas,tienda
2013,año,año
2013,2018la,2018la
2013,cadena,cadén
2013,supermercados,supermercado
2013,reunido,reunido
2013,hoy,hoy
2013,presidente,presidente
2013,gobierno,gobierno
2013,ceuta,ceuta
2013,juan,juan
2013,vivas,vivo
2013,transmitirle,transmitir él
2013,decisión,decisión
2013,implantarse,implantar él
2013,ciudad,ciudad
2013,autónoma,autónomo
2013,prevé,prever
2013,tener,tener
2013,menos,menos
2013,dos,dos
2013,tiendas,tienda
2013,2018,2018
2013,dicho,decir
2013,plan,plan
2013,expansión,expansión
2013,irá,ir
2013,definiendo,definir
2013,medio,medio
2013,plazo,plazo
2013,contribuirá,contribuir
2013,dinamizar,dinamizar
2013,economía,economía
2013,zona,zona
2013,responde,responder
2013,política,político
2013,empresa,empresa
2013,ir,ir
2013,creciendo,crecer
2013,vea,ver
2013,oportunidades,oportunidad
2013,exista,existir
2013,masa,masa
2013,crítica,crítico
2013,clientesel,clientesel
2013,presidente,presidente
2013,ciudad,ciudad
2013,autónoma,autónomo
2013,juan,juan
2013,vivas,vivo
2013,mostrado,mostrado
2013,disposición,disposición
2013,colaborar,colaborar
2013,materialización,materialización
2013,proyecto,proyecto
2013,inversión,inversión
2013,según,según
2013,manifestado,manifestado
2013,encaja,encajar
2013,línea,línea
2013,estratégica,estratégico
2013,gobierno,gobierno
2013,través,través
2013,pretende,pretender
2013,atender,atender
2013,demanda,demanda
2013,interna,interno
2013,mejorando,mejorar
2013,oferta,oferta
2013,calidad,calidad
2013,precios,precio
2013,evitar,evitar
2013,fuga,fuga
2013,consumo,consumo
2013,atraer,atraer
2013,demanda,demanda
2013,externa,externo
2013,así,así
2013,cumplir,cumplir
2013,gran,gran
2013,objetivo,objetivo
2013,crear,crear
2013,riqueza,riqueza
2013,empleosobre,empleosobre
2013,empresa,empresa
2013,supermercados,supermercado
2013,capital,capital
2013,íntegramente,íntegramente
2013,nacional,nacional
2013,familiar,familiar
2013,alcanzó,alcanzar
2013,facturación,facturación
2013,millones,millón
2013,euros,euros
2013,2012,2012
2013,supermercados,supermercado
2013,día,día
2013,hoy,hoy
2013,dispone,disponer
2013,plantilla,plantilla
2013,personas,persona
2013,todas,todo
2013,contrato,contrato
2013,fijo,fijo
2013,desarrollan,desarrollar
2013,vida,vida
2013,profesional,profesional
2013,compañía,compañía
2013,satisfacer,satisfacer
2013,necesidades,necesidad
2013,millones,millón
2013,hogares,hogar
2013,depositan,depositar
2013,confianza,confianza
2013,empresa,empresa
2013,comunica,comunicar
2013,gobierno,gobierno
2013,melilla,melilla
2013,intención,intención
2013,implantarse,implantar él
2013,ciudad,ciudad
2013,autónoma,autónomo
2013,cadena,cadén
2013,supermercados,supermercado
2013,traslada,trasladar
2013,presidente,presidente
2013,ciudad,ciudad
2013,prevé,prever
2013,tener,tener
2013,menos,menos
2013,dos,dos
2013,tiendas,tienda
2013,año,año
2013,2018la,2018la
2013,cadena,cadén
2013,supermercados,supermercado
2013,reunió,reunir
2013,ayer,ayer
2013,presidente,presidente
2013,gobierno,gobierno
2013,melilla,melilla
2013,juan,juan
2013,josé,josé
2013,imbroda,imbroda
2013,darle,dar él
2013,conocer,conocer
2013,proyecto,proyecto
2013,implantación,implantación
2013,ciudad,ciudad
2013,autónoma,autónomo
2013,prevé,prever
2013,tener,tener
2013,menos,menos
2013,dos,dos
2013,tiendas,tienda
2013,2018,2018
2013,dicho,decir
2013,plan,plan
2013,expansión,expansión
2013,irá,ir
2013,definiendo,definir
2013,medio,medio
2013,plazo,plazo
2013,contribuirá,contribuir
2013,dinamizar,dinamizar
2013,economía,economía
2013,zona,zona
2013,responde,responder
2013,política,político
2013,empresa,empresa
2013,ir,ir
2013,creciendo,crecer
2013,vea,ver
2013,oportunidades,oportunidad
2013,exista,existir
2013,masa,masa
2013,crítica,crítico
2013,clientessobre,clientessobre
2013,empresa,empresa
2013,supermercados,supermercado
2013,capital,capital
2013,íntegramente,íntegramente
2013,nacional,nacional
2013,familiar,familiar
2013,alcanzó,alcanzar
2013,facturación,facturación
2013,millones,millón
2013,euros,euros
2013,2012,2012
2013,supermercados,supermercado
2013,día,día
2013,hoy,hoy
2013,dispone,disponer
2013,plantilla,plantilla
2013,personas,persona
2013,todas,todo
2013,contrato,contrato
2013,fijo,fijo
2013,desarrollan,desarrollar
2013,vida,vida
2013,profesional,profesional
2013,compañía,compañía
2013,satisfacer,satisfacer
2013,necesidades,necesidad
2013,millones,millón
2013,hogares,hogar
2013,depositan,depositar
2013,confianza,confianza
2013,empresa,empresa
2013,pone,poner
2013,marcha,marcha
2013,nuevo,nuevo
2013,bloque,bloque
2013,logístico,logístico
2013,guadix,guadix
2013,granada,granado
2013,susana,susán
2013,díaz,díaz
2013,presidenta,presidenta
2013,junta,junto
2013,andalucía,andalucir
2013,visitado,visitar
2013,hoy,hoy
2013,bloque,bloque
2013,logístico,logístico
2013,acompañada,acompañado
2013,presidente,presidente
2013,juan,juan
2013,roigcon,roigcon
2013,inversión,inversión
2013,millones,millón
2013,euros,euros
2013,cuenta,contar
2013,plantilla,plantilla
2013,trabajadores,trabajador
2013,contrato,contrato
2013,fijo,fijo
2013,según,según
2013,política,político
2013,empresapara,empresapara
2013,mejorar,mejorar
2013,manipulación,manipulación
2013,producto,producto
2013,fresco,fresco
2013,compañía,compañía
2013,instala,instalar
2013,sistema,sistema
2013,innovador,innovador
2013,almacenamiento,almacenamiento
2013,preparación,preparación
2013,automática,automático
2013,inversión,inversión
2013,millones,millón
2013,euros,euros
2013,puesto,poner
2013,marcha,marcha
2013,onceavo,onceavo
2013,bloque,bloque
2013,logístico,logístico
2013,guadix,guadix
2013,granada,granado
2013,bloque,bloque
2013,une,unir
2013,actualmente,actualmente
2013,funcionamiento,funcionamiento
2013,ribaroja,ribarojar
2013,túria,túrio
2013,valencia,valencia
2013,antequera,antequera
2013,málaga,málaga
2013,sant,sant
2013,sadurní,sadurní
2013,danoia,danoiar
2013,barcelona,barcelona
2013,san,sar
2013,isidro,isidro
2013,alicante,alicante
2013,huévar,huévar
2013,sevilla,sevillar
2013,granadilla,granadilla
2013,abona,abonar
2013,tenerife,tenerifir
2013,santa,santar
2013,cruz,cruz
2013,tenerife,tenerifir
2013,ciempozuelos,ciempozue él
2013,madrid,madrid
2013,ingenio,ingenio
2013,gran,gran
2013,canaria,canario
2013,palmas,palma
2013,villadangos,villadango
2013,páramo,páramir
2013,león,león
2013,zaragoza,zaragozar
2013,zaragoza,zaragozar
2013,puesta,puesto
2013,funcionamiento,funcionamiento
2013,bloque,bloque
2013,logístico,logístico
2013,dispone,disponer
2013,actualmente,actualmente
2013,aproximadamente,aproximadamente
2013,metros,metro
2013,cuadrados,cuadrado
2013,destinados,destinado
2013,garantizar,garantizar
2013,cadena,cadén
2013,suministro,suministro
2013,compañía,compañía
2013,red,red
2013,eficiente,eficiente
2013,transportar,transportar
2013,menos,menos
2013,recursosen,recursosen
2013,día,día
2013,hoy,hoy
2013,presidenta,presidenta
2013,junta,junto
2013,andalucía,andalucir
2013,susana,susán
2013,díaz,díaz
2013,visitado,visitar
2013,bloque,bloque
2013,logístico,logístico
2013,municipio,municipio
2013,guadix,guadix
2013,granada,granado
2013,díaz,díaz
2013,efectuado,efectuado
2013,recorrido,recorrido
2013,instalaciones,instalación
2013,acompañada,acompañado
2013,presidente,presidente
2013,juan,juan
2013,roig,roig
2013,explicado,explicado
2013,funcionamiento,funcionamiento
2013,nueva,nuevo
2013,plataforma,plataforma
2013,región,región
2013,haciendo,hacer
2013,especial,especial
2013,hincapié,hincapié
2013,apuesta,apostar
2013,compañía,compañía
2013,idii,idii
2013,objetivo,objetivo
2013,ser,ser
2013,eficientes,eficient
2013,productivos,productivo
2013,creando,crear
2013,ello,él
2013,puestos,puesto
2013,trabajo,trabajar
2013,cualificados,cualificado
2013,almacenes,almacén
2013,reduciendo,reducir
2013,procesos,proceso
2013,manipulación,manipulación
2013,eliminando,eliminar
2013,sobreesfuerzos,sobreesfuerzo
2013,parte,parte
2013,trabajadores,trabajador
2013,millones,millón
2013,euros,euros
2013,inversión,inversión
2013,puestos,puesto
2013,trabajo,trabajar
2013,fijos,fijo
2013,directosla,directoslo
2013,inversión,inversión
2013,realizada,realizado
2013,puesta,puesto
2013,marcha,marcha
2013,bloque,bloque
2013,logístico,logístico
2013,guadix,guadix
2013,supera,superar
2013,millones,millón
2013,euros,euros
2013,proyecto,proyecto
2013,ubicado,ubicado
2013,parque,parque
2013,empresarial,empresarial
2013,príncipe,príncipe
2013,felipe,felipe
2013,emplazamiento,emplazamiento
2013,estratégico,estratégico
2013,pleno,pleno
2013,nudo,nudo
2013,comunicaciones,comunicación
2013,inició,iniciar
2013,año,año
2013,2005,2005
2013,año,año
2013,2011,2011
2013,comenzaron,comenzar
2013,obras,obra
2013,participado,participado
2013,trabajadores,trabajador
2013,pymes,pyme
2013,construcciónel,construcciónel
2013,bloque,bloque
2013,logístico,logístico
2013,guadix,guadix
2013,cuenta,contar
2013,plantilla,plantilla
2013,trabajadores,trabajador
2013,contrato,contrato
2013,fijo,fijo
2013,según,según
2013,política,político
2013,empresa,empresa
2013,suma,sumar
2013,personas,persona
2013,desarrollan,desarrollar
2013,actualmente,actualmente
2013,vida,vida
2013,profesional,profesional
2013,compañía,compañía
